Title,Tags,Link,With Code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Memory leak when collecting DataStore&lt;Preference&gt; as state in ComposeView overlay,"android,memory-leaks,android-jetpack-compose,overlay,android-jetpack-datastore",https://stackoverflow.com/questions/79552957/memory-leak-when-collecting-datastorepreference-as-state-in-composeview-overla,True,memory leak,Memory Consumption,"Object Creation
Dynamic UI Loading
Configuration",,,,,1,1,1
Expo Go dev menu making React Native app UI unresponsive,"android,reactjs,mobile,microsoft-metro,expo-go",https://stackoverflow.com/questions/79510960/expo-go-dev-menu-making-react-native-app-ui-unresponsive,True,unresponsive,Responsiveness,Dynamic UI Loading,,,,,1,1,1
Memory leak WindowOnBackInvokedDispatcher$OnBackInvokedCallbackWrapper in InputMethodService onDestroy() Android 14 (34 Api),"android,kotlin,android-jetpack-compose,ime,leakcanary",https://stackoverflow.com/questions/79507246/memory-leak-windowonbackinvokeddispatcheronbackinvokedcallbackwrapper-in-inputm,True,memory leak,Memory Consumption,"Activity
Service",,,,,1,1,1
UI freeze after app brought from background leading to WaitingInMainSignalCatcherLoop: reacting to signal 3,"android,background,onresume",https://stackoverflow.com/questions/79464160/ui-freeze-after-app-brought-from-background-leading-to-waitinginmainsignalcatche,True,UI freeze,Responsiveness,"Background Thread
Main Thread",,,,,1,1,1
How to solve slow response from server in android application,"android,json,database,server",https://stackoverflow.com/questions/79447510/how-to-solve-slow-response-from-server-in-android-application,True,slow response,Responsiveness,HTTP Request,,,,,1,1,1
Why is my Android Debug APK size larger when setting minSdkVersion to 28?,"android,kotlin,android-jetpack-compose",https://stackoverflow.com/questions/79412107/why-is-my-android-debug-apk-size-larger-when-setting-minsdkversion-to-28,True,apk size,No,No,,,,,0,0,0
"How to avoid memory leak reusing Position, Normal, and Texture Buffers in OpenGL","java,android,memory,opengl-es,garbage-collection",https://stackoverflow.com/questions/79343807/how-to-avoid-memory-leak-reusing-position-normal-and-texture-buffers-in-opengl,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
platform-tools\adb.exe - High CPU usage on server (Windows),"android,adb,cpu,platform-tools",https://stackoverflow.com/questions/79322366/platform-tools-adb-exe-high-cpu-usage-on-server-windows,True,cpu usage,No,No,,,,,0,0,0
How to sync multiple Android media MusicPlayers with low latency,"android,kotlin,audio,android-jetpack-compose,android-mediaplayer",https://stackoverflow.com/questions/79308198/how-to-sync-multiple-android-media-musicplayers-with-low-latency,True,latency,Responsiveness,No,,,,,1,1,1
How to set delay/latency for output AudioMedia of pjsua2,"android,kotlin,sip,pjsip,pjsua2",https://stackoverflow.com/questions/79206372/how-to-set-delay-latency-for-output-audiomedia-of-pjsua2,True,latency,No,No,,,,,0,0,0
Why my expo app size increased when I added application icon,"android,react-native,expo,google-play-console,eas",https://stackoverflow.com/questions/79092784/why-my-expo-app-size-increased-when-i-added-application-icon,True,app size,Storage Consumption,"Image
Resource
Third-Party Library",,,,,1,1,1
What are changes on android 14 that affects ANR on flutter apps on bacground mode?,"android,flutter,push-notification,location,android-anr-dialog",https://stackoverflow.com/questions/79028728/what-are-changes-on-android-14-that-affects-anr-on-flutter-apps-on-bacground-mod,True, ANR ,Responsiveness,"Main Thread
HTTP Request",,,,,1,1,1
Is there any functions to get the states of `Background data` and `Unrestricted mobile data usage` on Android 15?,android,https://stackoverflow.com/questions/79022315/is-there-any-functions-to-get-the-states-of-background-data-and-unrestricted,True,data usage,No,No,,,,,0,0,0
Android AES Large-File Encryption/Decryption Failed with Out Of Memory,"android,encryption,memory-management,out-of-memory,aes",https://stackoverflow.com/questions/79013458/android-aes-large-file-encryption-decryption-failed-with-out-of-memory,True,out of memory,Memory Consumption,"Massive Data
File Handling",,,,,1,1,1
Vue/Cordova/Android - WebView Memory Leak,"android,vue.js,cordova,webview,memory-leaks",https://stackoverflow.com/questions/78915505/vue-cordova-android-webview-memory-leak,True,memory leak,Memory Consumption,"Resource
Image",,,,,1,1,1
How to trap an Android crash due to memory consumption,"c#,android,memory-management",https://stackoverflow.com/questions/78826109/how-to-trap-an-android-crash-due-to-memory-consumption,True,memory consumption,Memory Consumption,Object Creation,,,,,1,1,1
CPU usage is getting increased on NFC usage in android app,"android,kotlin,nfc,cpu-usage,emv",https://stackoverflow.com/questions/78810507/cpu-usage-is-getting-increased-on-nfc-usage-in-android-app,True,cpu usage,CPU Usage,No,,,,,1,1,1
Issue with UI Rendering in GlanceAppWidget,"android,kotlin,glance",https://stackoverflow.com/questions/78730921/issue-with-ui-rendering-in-glanceappwidget,True,UI rendering,No,No,,,,,0,0,0
Flutter UI rendering problem when I loaded the page,"android,flutter,user-interface,mobile",https://stackoverflow.com/questions/78710110/flutter-ui-rendering-problem-when-i-loaded-the-page,True,Responsiveness,No,No,,,,,1,1,1
Memory leak at JavaModuleWrapper.mModuleHolder,"android,react-native",https://stackoverflow.com/questions/78702189/memory-leak-at-javamodulewrapper-mmoduleholder,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
Load multiple images from Photos folder causes Out of Memory Exception,"android,kotlin,mobile,memory-management,out-of-memory",https://stackoverflow.com/questions/78684182/load-multiple-images-from-photos-folder-causes-out-of-memory-exception,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
How can I reduce my APK size? The lib folder is too big in it,"android,dependencies,apk,size,geckoview",https://stackoverflow.com/questions/78666487/how-can-i-reduce-my-apk-size-the-lib-folder-is-too-big-in-it,True,apk size,Storage Consumption,"Third-Party Library
Resource",,,,,1,1,1
USB debugging quickly gives ANR on breakpoint and debugging ends,"android,visual-studio,maui,.net-8.0,usb-debugging",https://stackoverflow.com/questions/78639557/usb-debugging-quickly-gives-anr-on-breakpoint-and-debugging-ends,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
Out Of Memory Error in Flutter using Android Device Emulator,"android,flutter,dart,supabase",https://stackoverflow.com/questions/78615681/out-of-memory-error-in-flutter-using-android-device-emulator,True,out of memory,Memory Consumption,Loop,,,,,1,1,1
Jetpack Compose architecture with recursive screens using deep links and memory leaks,"android,android-jetpack-compose,android-viewmodel,jetpack-compose-navigation,android-jetpack-compose-navigation",https://stackoverflow.com/questions/78597051/jetpack-compose-architecture-with-recursive-screens-using-deep-links-and-memory,True,memory leak,Memory Consumption,"Object Creation
View",,,,,1,1,1
Why does the ProGuard rule expand my APK size to be even larger than the jar itself？,"android,kotlin,android-jetpack-compose,apk,filesize",https://stackoverflow.com/questions/78572943/why-does-the-proguard-rule-expand-my-apk-size-to-be-even-larger-than-the-jar-its,True,apk size,Storage Consumption,Configuration,,,,,1,1,1
Is it possible that visual issues like freezing and ANR not be shown as indicators in Profiler in CPU and MEMORY graphics?,android,https://stackoverflow.com/questions/78551194/is-it-possible-that-visual-issues-like-freezing-and-anr-not-be-shown-as-indicato,True, ANR ,Responsiveness,Resource,,,,,1,1,1
Admob banner ad causing ANR (android.os.MessageQueue.nativePollOnce),"android,admob",https://stackoverflow.com/questions/78516697/admob-banner-ad-causing-anr-android-os-messagequeue-nativepollonce,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
android - simulate stack memory leak,"android,memory,memory-leaks",https://stackoverflow.com/questions/78513101/android-simulate-stack-memory-leak,True,memory leak,Memory Consumption,Recursive Call,,,,,1,1,1
Android: Action bar back button leaves the app unresponsive after being tap,"android,kotlin,android-actionbar,back-button",https://stackoverflow.com/questions/78402484/android-action-bar-back-button-leaves-the-app-unresponsive-after-being-tap,True,unresponsive,Responsiveness,No,,,,,1,1,1
Android Emulator: Failed to Install ShellCommandUnresponsiveException and UtpException,"android,android-emulator,android-virtual-device,haxm,avd-manager",https://stackoverflow.com/questions/78400486/android-emulator-failed-to-install-shellcommandunresponsiveexception-and-utpexc,True,unresponsive,Responsiveness,Resource,,,,,1,1,1
Resource leak when using ExoPlayer with SimpleCache,"android,exoplayer",https://stackoverflow.com/questions/78385158/resource-leak-when-using-exoplayer-with-simplecache,True,resource leak,Memory Consumption,"Database Operation
Resource",,,,,1,1,1
Sending event from Android to JavaScript caused memory leak despite unsubscribed in useEffect,"android,react-native,kotlin,memory-leaks",https://stackoverflow.com/questions/78365682/sending-event-from-android-to-javascript-caused-memory-leak-despite-unsubscribed,True,memory leak,Memory Consumption,No,,,,,1,1,1
How to prevent ANR when showing full-screen progress,"android,xamarin.forms,progressdialog,android-anr-dialog,long-running-processes",https://stackoverflow.com/questions/78195526/how-to-prevent-anr-when-showing-full-screen-progress,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
"The app size of given code is very large, is it because SDK?","android,flutter,sdk,voice,zegocloud",https://stackoverflow.com/questions/78136860/the-app-size-of-given-code-is-very-large-is-it-because-sdk,True,app size,Storage Consumption,Third-Party Library,,,,,1,1,1
Too much CPU usage of MediaProjection leaving less for OCR?,"java,android,ocr,cpu-usage,android-mediaprojection",https://stackoverflow.com/questions/78043477/too-much-cpu-usage-of-mediaprojection-leaving-less-for-ocr,True,cpu usage,CPU Usage,Third-Party Library,,,,,1,1,1
React-Native app size is too large in both ios and android (android bundleRelease size is 283.3MB),"java,android,ios,objective-c,react-native",https://stackoverflow.com/questions/78032397/react-native-app-size-is-too-large-in-both-ios-and-android-android-bundlereleas,True,app size,Storage Consumption,"Third-Party Library
Resource",,,,,1,1,1
How to get rid of blank white screen in expo-go app that becomes unresponsive without error?,"android,react-native,expo",https://stackoverflow.com/questions/78010135/how-to-get-rid-of-blank-white-screen-in-expo-go-app-that-becomes-unresponsive-wi,True,unresponsive,Responsiveness,AsyncTask,,,,,1,1,1
How to avoid Javascript making Android WebView unresponsive?,"android,android-webview,chromium",https://stackoverflow.com/questions/77945304/how-to-avoid-javascript-making-android-webview-unresponsive,True,unresponsive,Responsiveness,"Loop
Main Thread",,,,,1,1,1
Android WebView memory leak with videos,"android,html,memory,video,webview",https://stackoverflow.com/questions/77890520/android-webview-memory-leak-with-videos,True,memory leak,Memory Consumption,View,,,,,1,1,1
Memory leak in kotlin due to Closures?,"android,kotlin,memory-management,memory-leaks,textwatcher",https://stackoverflow.com/questions/77844001/memory-leak-in-kotlin-due-to-closures,True,memory leak,No,No,,,,,0,0,0
Is the usage of livedata-ktx with ViewModels causing memory leaks if the LiveData is not backed by a property?,"android,kotlin,android-livedata,android-viewmodel",https://stackoverflow.com/questions/59265617/is-the-usage-of-livedata-ktx-with-viewmodels-causing-memory-leaks-if-the-livedat,True,memory leak,No,No,,,,LiveData object should be backed by a property and Observers should only be attached once,0,0,0
leak canary detects memory leak in MediaBrowserServiceCompat sample app,"android,memory-leaks,android-service,leakcanary,mediabrowserservice",https://stackoverflow.com/questions/59264025/leak-canary-detects-memory-leak-in-mediabrowserservicecompat-sample-app,True,memory leak,Memory Consumption,Service,reference,,"Despite calling the release() method of MediaSessionCompat in the onDestroy method, the leak still exists. By analysing the stack, we found that MediaBrowserService$ServiceBinder holds a reference to MediaBrowserServiceCompat, which is causing the service not to be recovered correctly.",Ensure that MediaSessionCompat resources are correctly released when the service is destroyed.,1,1,1
How to find out the reason of slowdown UI in my application?,android,https://stackoverflow.com/questions/59252290/how-to-find-out-the-reason-of-slowdown-ui-in-my-application,True,slowdown,Responsiveness,Background Thread,,,,,1,1,1
